,unixtime,datetime_utc,datetime_jst,rtc_year,rtc_month,rtc_day,rtc_hour,rtc_min,rtc_sec,rtc_msec,gps_hour,gps_min,gps_sec,latitude,longitude,altitude,fix_type,SIV,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,illuminance,atmopress,water_pressure,water_temp,depth,alt_wps,battery_level,behavior_class,camera_command,camera_recording,camera_count,play_audio,speaker_on,audio_file,prev_sd_write_time_ms,delay_occurred_counter
250,1715813470.0,2024-05-15 22:51:10+00:00,2024-05-16 07:51:10+09:00,2024,5,15,22,51,10,0,22.0,51.0,10.0,40.538963,141.557129,0.789,2.0,3.0,-0.090088,-0.299072,0.95752,0.427246,0.549316,0.12207,-370.0,20.0,447.0,1236.0,0.0,1037.099976,37.990002,0.238826,-196.586014,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
275,1715813471.0,2024-05-15 22:51:11+00:00,2024-05-16 07:51:11+09:00,2024,5,15,22,51,11,0,22.0,51.0,11.0,40.538963,141.557129,2.01,2.0,3.0,-0.047852,-0.300293,0.971436,2.807617,2.990723,2.075195,-371.0,20.0,447.0,1199.0,0.0,1037.199951,37.990002,0.239816,-197.402328,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
300,1715813472.0,2024-05-15 22:51:12+00:00,2024-05-16 07:51:12+09:00,2024,5,15,22,51,12,0,22.0,51.0,12.0,40.538967,141.557129,1.384,2.0,3.0,-0.086914,-0.296143,0.960449,-0.854492,0.366211,0.183105,-371.0,20.0,447.0,1158.0,0.0,1037.300049,37.990002,0.240808,-198.219589,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
325,1715813473.0,2024-05-15 22:51:13+00:00,2024-05-16 07:51:13+09:00,2024,5,15,22,51,13,0,22.0,51.0,13.0,40.538971,141.557129,1.317,2.0,3.0,-0.0896,-0.284668,0.963135,0.854492,-2.075195,-0.061035,-371.0,20.0,445.0,1124.0,0.0,1037.300049,38.0,0.240808,-198.219589,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
350,1715813474.0,2024-05-15 22:51:14+00:00,2024-05-16 07:51:14+09:00,2024,5,15,22,51,14,0,22.0,51.0,14.0,40.538979,141.557129,0.69,2.0,3.0,-0.082764,-0.287842,0.962646,-2.319336,2.01416,0.366211,-371.0,20.0,447.0,1142.0,0.0,1037.199951,37.990002,0.239816,-197.402328,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
375,1715813475.0,2024-05-15 22:51:15+00:00,2024-05-16 07:51:15+09:00,2024,5,15,22,51,15,0,22.0,51.0,15.0,40.538979,141.557129,0.684,2.0,3.0,-0.095459,-0.293457,0.962158,0.244141,0.793457,0.183105,-371.0,20.0,446.0,1213.0,0.0,1037.300049,38.0,0.240808,-198.219589,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
400,1715813476.0,2024-05-15 22:51:16+00:00,2024-05-16 07:51:16+09:00,2024,5,15,22,51,16,0,22.0,51.0,16.0,40.538979,141.557129,2.44,2.0,3.0,-0.081299,-0.286865,0.959717,-0.732422,-1.525879,-0.610352,-370.0,20.0,447.0,1290.0,0.0,1037.599976,38.0,0.243781,-200.667969,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
425,1715813477.0,2024-05-15 22:51:17+00:00,2024-05-16 07:51:17+09:00,2024,5,15,22,51,17,0,22.0,51.0,17.0,40.538979,141.557129,0.509,2.0,3.0,-0.098633,-0.294189,0.958008,-0.244141,1.525879,0.366211,-371.0,20.0,446.0,1283.0,0.0,1037.099976,38.0,0.238826,-196.586014,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
450,1715813478.0,2024-05-15 22:51:18+00:00,2024-05-16 07:51:18+09:00,2024,5,15,22,51,18,0,22.0,51.0,18.0,40.538979,141.557144,1.122,2.0,3.0,-0.088135,-0.282471,0.959473,-0.305176,-1.220703,-0.183105,-372.0,19.0,446.0,1237.0,0.0,1037.400024,38.009998,0.241799,-199.035782,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
475,1715813479.0,2024-05-15 22:51:19+00:00,2024-05-16 07:51:19+09:00,2024,5,15,22,51,19,0,22.0,51.0,19.0,40.538975,141.557144,1.185,2.0,3.0,-0.091797,-0.290039,0.959473,0.366211,0.366211,0.12207,-371.0,20.0,446.0,1215.0,0.0,1037.199951,38.009998,0.239816,-197.402328,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
500,1715813480.0,2024-05-15 22:51:20+00:00,2024-05-16 07:51:20+09:00,2024,5,15,22,51,20,0,22.0,51.0,20.0,40.538975,141.557144,0.566,2.0,3.0,-0.099365,-0.289795,0.96167,1.953125,1.037598,0.488281,-371.0,19.0,447.0,1053.0,0.0,1037.099976,38.009998,0.238826,-196.586014,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
525,1715813481.0,2024-05-15 22:51:21+00:00,2024-05-16 07:51:21+09:00,2024,5,15,22,51,21,0,22.0,51.0,21.0,40.538967,141.557144,0.336,2.0,3.0,-0.07959,-0.283691,0.962158,-0.305176,-1.037598,-0.061035,-371.0,17.0,447.0,1150.0,0.0,1037.199951,38.009998,0.239816,-197.402328,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
550,1715813482.0,2024-05-15 22:51:22+00:00,2024-05-16 07:51:22+09:00,2024,5,15,22,51,22,0,22.0,51.0,22.0,40.538979,141.557144,1.031,2.0,3.0,-0.088623,-0.297363,0.961914,-0.244141,0.244141,0.0,-371.0,19.0,446.0,1035.0,0.0,1037.099976,38.02,0.238826,-196.586014,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
575,1715813483.0,2024-05-15 22:51:23+00:00,2024-05-16 07:51:23+09:00,2024,5,15,22,51,23,0,22.0,51.0,23.0,40.538982,141.557144,1.8,2.0,3.0,-0.096436,-0.287842,0.964844,0.12207,-0.793457,0.061035,-371.0,19.0,448.0,1155.0,0.0,1037.599976,38.02,0.243781,-200.667969,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
600,1715813484.0,2024-05-15 22:51:24+00:00,2024-05-16 07:51:24+09:00,2024,5,15,22,51,24,0,22.0,51.0,24.0,40.53899,141.557144,2.827,2.0,3.0,-0.089844,-0.287842,0.956543,-0.061035,1.159668,0.305176,-371.0,20.0,447.0,1154.0,0.0,1036.900024,38.02,0.236844,-194.953186,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
625,1715813485.0,2024-05-15 22:51:25+00:00,2024-05-16 07:51:25+09:00,2024,5,15,22,51,25,0,22.0,51.0,25.0,40.53899,141.557144,2.195,2.0,3.0,-0.092529,-0.288818,0.962646,0.244141,0.244141,0.061035,-371.0,20.0,447.0,1133.0,0.0,1037.599976,38.02,0.243781,-200.667969,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
650,1715813486.0,2024-05-15 22:51:26+00:00,2024-05-16 07:51:26+09:00,2024,5,15,22,51,26,0,22.0,51.0,26.0,40.538994,141.557144,1.993,2.0,3.0,-0.081299,-0.285156,0.962402,-0.183105,-1.037598,-0.12207,-371.0,20.0,448.0,1106.0,0.0,1037.0,38.02,0.237835,-195.769623,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
675,1715813487.0,2024-05-15 22:51:27+00:00,2024-05-16 07:51:27+09:00,2024,5,15,22,51,27,0,22.0,51.0,27.0,40.538994,141.557144,0.476,2.0,3.0,-0.089844,-0.289551,0.959961,0.610352,0.0,0.488281,-371.0,20.0,447.0,1103.0,0.0,1037.099976,38.02,0.238826,-196.586014,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
700,1715813488.0,2024-05-15 22:51:28+00:00,2024-05-16 07:51:28+09:00,2024,5,15,22,51,28,0,22.0,51.0,28.0,40.538986,141.557159,-0.016,2.0,3.0,-0.094482,-0.281982,0.960449,0.427246,-0.732422,-0.061035,-371.0,19.0,444.0,1111.0,0.0,1037.199951,38.02,0.239816,-197.402328,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
725,1715813489.0,2024-05-15 22:51:29+00:00,2024-05-16 07:51:29+09:00,2024,5,15,22,51,29,0,22.0,51.0,29.0,40.538979,141.557159,0.458,2.0,3.0,-0.086426,-0.292236,0.95874,-0.671387,0.366211,-0.183105,-371.0,20.0,446.0,1117.0,0.0,1037.199951,38.02,0.239816,-197.402328,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
750,1715813490.0,2024-05-15 22:51:30+00:00,2024-05-16 07:51:30+09:00,2024,5,15,22,51,30,0,22.0,51.0,30.0,40.538979,141.557159,-0.476,2.0,3.0,-0.095215,-0.289795,0.949463,0.549316,0.0,0.061035,-371.0,20.0,447.0,1061.0,0.0,1037.199951,38.02,0.239816,-197.402328,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
775,1715813491.0,2024-05-15 22:51:31+00:00,2024-05-16 07:51:31+09:00,2024,5,15,22,51,31,0,22.0,51.0,31.0,40.538979,141.557159,0.217,2.0,3.0,-0.077148,-0.257812,0.967285,-2.258301,-2.807617,-0.549316,-372.0,19.0,447.0,945.0,0.0,1037.099976,38.02,0.238826,-196.586014,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
800,1715813492.0,2024-05-15 22:51:32+00:00,2024-05-16 07:51:32+09:00,2024,5,15,22,51,32,0,22.0,51.0,32.0,40.538986,141.557159,-1.035,2.0,3.0,-0.095703,-0.279785,0.960693,0.366211,0.671387,0.061035,-372.0,20.0,445.0,908.0,0.0,1037.099976,38.02,0.238826,-196.586014,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
825,1715813493.0,2024-05-15 22:51:33+00:00,2024-05-16 07:51:33+09:00,2024,5,15,22,51,33,0,22.0,51.0,33.0,40.53899,141.557159,-0.867,2.0,3.0,-0.084229,-0.27417,0.966797,-0.671387,-1.77002,-0.12207,-372.0,19.0,448.0,875.0,0.0,1037.099976,38.02,0.238826,-196.586014,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
850,1715813494.0,2024-05-15 22:51:34+00:00,2024-05-16 07:51:34+09:00,2024,5,15,22,51,34,0,22.0,51.0,34.0,40.538994,141.557159,-1.103,2.0,3.0,-0.093994,-0.287109,0.96167,-0.183105,0.244141,0.244141,-371.0,19.0,447.0,868.0,0.0,1037.5,38.02,0.24279,-199.851913,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
875,1715813495.0,2024-05-15 22:51:35+00:00,2024-05-16 07:51:35+09:00,2024,5,15,22,51,35,0,22.0,51.0,35.0,40.538998,141.557159,-1.953,2.0,3.0,-0.099121,-0.271973,0.964355,0.976562,-0.427246,0.061035,-371.0,20.0,449.0,895.0,0.0,1036.900024,38.02,0.236844,-194.953186,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
900,1715813496.0,2024-05-15 22:51:36+00:00,2024-05-16 07:51:36+09:00,2024,5,15,22,51,36,0,22.0,51.0,36.0,40.538994,141.557159,-0.908,2.0,3.0,-0.091797,-0.28833,0.963135,-0.366211,0.671387,-0.12207,-371.0,20.0,446.0,941.0,0.0,1036.900024,38.02,0.236844,-194.953186,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
925,1715813497.0,2024-05-15 22:51:37+00:00,2024-05-16 07:51:37+09:00,2024,5,15,22,51,37,0,22.0,51.0,37.0,40.538994,141.557159,-1.303,2.0,3.0,-0.094482,-0.283936,0.964111,0.610352,0.061035,-0.183105,-370.0,20.0,447.0,990.0,0.0,1037.099976,38.009998,0.238826,-196.586014,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
950,1715813498.0,2024-05-15 22:51:38+00:00,2024-05-16 07:51:38+09:00,2024,5,15,22,51,38,0,22.0,51.0,38.0,40.538994,141.557159,-1.403,2.0,3.0,-0.087402,-0.279053,0.968018,0.061035,-0.732422,-0.427246,-370.0,20.0,445.0,1010.0,0.0,1037.400024,38.009998,0.241799,-199.035782,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
975,1715813499.0,2024-05-15 22:51:39+00:00,2024-05-16 07:51:39+09:00,2024,5,15,22,51,39,0,22.0,51.0,39.0,40.538994,141.557159,-2.669,2.0,3.0,-0.079346,-0.252686,0.968994,2.319336,1.89209,-0.061035,-371.0,19.0,447.0,911.0,0.0,1037.199951,38.02,0.239816,-197.402328,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1000,1715813500.0,2024-05-15 22:51:40+00:00,2024-05-16 07:51:40+09:00,2024,5,15,22,51,40,0,22.0,51.0,40.0,40.539001,141.557144,-2.091,2.0,3.0,-0.04834,-0.254639,0.973145,-1.831055,1.220703,1.281738,-369.0,18.0,448.0,1071.0,0.0,1036.800049,38.009998,0.235854,-194.136673,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1025,1715813501.0,2024-05-15 22:51:41+00:00,2024-05-16 07:51:41+09:00,2024,5,15,22,51,41,0,22.0,51.0,41.0,40.538982,141.557144,-1.298,2.0,3.0,-0.074463,-0.274902,0.968018,-0.793457,0.244141,0.12207,-370.0,19.0,446.0,1125.0,0.0,1036.800049,38.009998,0.235854,-194.136673,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
1050,1715813502.0,2024-05-15 22:51:42+00:00,2024-05-16 07:51:42+09:00,2024,5,15,22,51,42,0,22.0,51.0,42.0,40.538979,141.557144,-1.366,2.0,3.0,-0.085693,-0.2854,0.962402,-0.610352,0.366211,0.0,-371.0,20.0,447.0,1134.0,0.0,1037.5,38.02,0.24279,-199.851913,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1075,1715813503.0,2024-05-15 22:51:43+00:00,2024-05-16 07:51:43+09:00,2024,5,15,22,51,43,0,22.0,51.0,43.0,40.538971,141.557159,-0.524,2.0,3.0,-0.084961,-0.282471,0.964111,-0.183105,-1.220703,-0.427246,-370.0,20.0,446.0,1149.0,0.0,1037.0,38.02,0.237835,-195.769623,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1100,1715813504.0,2024-05-15 22:51:44+00:00,2024-05-16 07:51:44+09:00,2024,5,15,22,51,44,0,22.0,51.0,44.0,40.538963,141.557159,-0.468,2.0,3.0,-0.089111,-0.291504,0.958984,-0.183105,0.244141,0.061035,-371.0,21.0,447.0,1160.0,0.0,1036.900024,38.02,0.236844,-194.953186,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
1125,1715813505.0,2024-05-15 22:51:45+00:00,2024-05-16 07:51:45+09:00,2024,5,15,22,51,45,0,22.0,51.0,45.0,40.538971,141.557144,-0.431,2.0,3.0,-0.093262,-0.278809,0.960205,0.12207,-0.976562,0.183105,-371.0,20.0,446.0,1105.0,0.0,1037.0,38.02,0.237835,-195.769623,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1150,1715813506.0,2024-05-15 22:51:46+00:00,2024-05-16 07:51:46+09:00,2024,5,15,22,51,46,0,22.0,51.0,46.0,40.538979,141.557144,-0.059,2.0,3.0,-0.087402,-0.281738,0.963135,0.549316,0.12207,0.0,-371.0,20.0,449.0,1133.0,0.0,1037.0,38.029999,0.237835,-195.769623,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1175,1715813507.0,2024-05-15 22:51:47+00:00,2024-05-16 07:51:47+09:00,2024,5,15,22,51,47,0,22.0,51.0,47.0,40.538971,141.557144,-0.635,2.0,3.0,-0.097412,-0.285156,0.959961,0.793457,0.671387,0.427246,-371.0,19.0,446.0,1132.0,0.0,1037.099976,38.029999,0.238826,-196.586014,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1200,1715813508.0,2024-05-15 22:51:48+00:00,2024-05-16 07:51:48+09:00,2024,5,15,22,51,48,0,22.0,51.0,48.0,40.53896,141.557144,-2.174,2.0,3.0,-0.077393,-0.276367,0.96167,0.061035,-0.732422,-0.12207,-370.0,19.0,447.0,1106.0,0.0,1037.0,38.029999,0.237835,-195.769623,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
1225,1715813509.0,2024-05-15 22:51:49+00:00,2024-05-16 07:51:49+09:00,2024,5,15,22,51,49,0,22.0,51.0,49.0,40.538963,141.557144,-3.248,2.0,3.0,-0.094727,-0.285645,0.967285,0.183105,0.244141,-0.061035,-370.0,19.0,448.0,1110.0,0.0,1037.300049,38.029999,0.240808,-198.219589,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1250,1715813510.0,2024-05-15 22:51:50+00:00,2024-05-16 07:51:50+09:00,2024,5,15,22,51,50,0,22.0,51.0,50.0,40.538979,141.557144,-3.018,2.0,3.0,-0.090332,-0.279541,0.958984,-1.281738,-0.732422,-0.12207,-371.0,20.0,448.0,1135.0,0.0,1036.800049,38.029999,0.235854,-194.136673,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1275,1715813511.0,2024-05-15 22:51:51+00:00,2024-05-16 07:51:51+09:00,2024,5,15,22,51,51,0,22.0,51.0,51.0,40.538975,141.557144,-2.11,2.0,3.0,-0.086182,-0.285156,0.958496,0.061035,0.305176,0.0,-372.0,19.0,447.0,1101.0,0.0,1037.599976,38.029999,0.243781,-200.667969,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
1300,1715813512.0,2024-05-15 22:51:52+00:00,2024-05-16 07:51:52+09:00,2024,5,15,22,51,52,0,22.0,51.0,52.0,40.538975,141.557144,-3.008,2.0,3.0,-0.086914,-0.279541,0.965576,1.220703,-1.647949,0.305176,-371.0,20.0,448.0,1092.0,0.0,1037.300049,38.029999,0.240808,-198.219589,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1325,1715813513.0,2024-05-15 22:51:53+00:00,2024-05-16 07:51:53+09:00,2024,5,15,22,51,53,0,22.0,51.0,53.0,40.538971,141.557144,-1.872,2.0,3.0,-0.091309,-0.284424,0.962158,-0.854492,1.403809,0.366211,-370.0,19.0,445.0,1113.0,0.0,1037.0,38.029999,0.237835,-195.769623,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1350,1715813514.0,2024-05-15 22:51:54+00:00,2024-05-16 07:51:54+09:00,2024,5,15,22,51,54,0,22.0,51.0,54.0,40.538971,141.557144,-2.108,2.0,3.0,-0.092529,-0.285156,0.95874,0.549316,0.488281,0.12207,-373.0,20.0,446.0,1112.0,0.0,1037.199951,38.029999,0.239816,-197.402328,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
1375,1715813515.0,2024-05-15 22:51:55+00:00,2024-05-16 07:51:55+09:00,2024,5,15,22,51,55,0,22.0,51.0,55.0,40.53896,141.557144,-1.808,2.0,3.0,-0.077148,-0.280273,0.967041,-0.854492,-1.403809,-0.915527,-371.0,20.0,448.0,1089.0,0.0,1036.800049,38.029999,0.235854,-194.136673,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1400,1715813516.0,2024-05-15 22:51:56+00:00,2024-05-16 07:51:56+09:00,2024,5,15,22,51,56,0,22.0,51.0,56.0,40.538948,141.557144,-1.281,2.0,3.0,-0.063965,-0.251465,0.966553,3.051758,-10.803223,-3.78418,-371.0,20.0,445.0,1082.0,0.0,1037.5,38.040001,0.24279,-199.851913,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
1425,1715813517.0,2024-05-15 22:51:57+00:00,2024-05-16 07:51:57+09:00,2024,5,15,22,51,57,0,22.0,51.0,57.0,40.538944,141.557159,-2.499,2.0,3.0,-0.07959,-0.273926,0.952393,-3.112793,2.197266,0.976562,-370.0,19.0,449.0,702.0,0.0,1036.800049,38.029999,0.235854,-194.136673,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1450,1715813518.0,2024-05-15 22:51:58+00:00,2024-05-16 07:51:58+09:00,2024,5,15,22,51,58,0,22.0,51.0,58.0,40.538944,141.557144,-4.27,2.0,3.0,-0.089844,-0.28125,0.967529,1.647949,-2.319336,-0.854492,-371.0,20.0,448.0,725.0,0.0,1037.099976,38.029999,0.238826,-196.586014,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
1475,1715813519.0,2024-05-15 22:51:59+00:00,2024-05-16 07:51:59+09:00,2024,5,15,22,51,59,0,22.0,51.0,59.0,40.538944,141.557144,-3.432,2.0,3.0,-0.082031,-0.290283,0.963623,-1.098633,0.671387,0.061035,-370.0,20.0,447.0,687.0,0.0,1036.800049,38.029999,0.235854,-194.136673,3.867188,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,6.0,0.0
1500,1715813520.0,2024-05-15 22:52:00+00:00,2024-05-16 07:52:00+09:00,2024,5,15,22,52,0,0,22.0,52.0,0.0,40.538956,141.557144,-2.151,2.0,3.0,-0.09375,-0.286621,0.963867,1.098633,-2.197266,-0.488281,-371.0,19.0,449.0,710.0,0.0,1037.099976,38.02,0.238826,-196.586014,3.874219,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,16.0,0.0
1525,1715813521.0,2024-05-15 22:52:01+00:00,2024-05-16 07:52:01+09:00,2024,5,15,22,52,1,0,22.0,52.0,1.0,40.538952,141.557144,-1.19,2.0,3.0,-0.082275,-0.281738,0.9646,0.12207,0.854492,0.0,-371.0,20.0,448.0,799.0,0.0,1036.900024,38.02,0.236844,-194.953186,3.874219,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,7.0,0.0
1550,1715813522.0,2024-05-15 22:52:02+00:00,2024-05-16 07:52:02+09:00,2024,5,15,22,52,2,0,22.0,52.0,2.0,40.538956,141.557144,-2.562,2.0,3.0,-0.0979,-0.294189,0.963623,0.183105,0.244141,0.305176,-370.0,19.0,445.0,811.0,0.0,1037.199951,38.02,0.239816,-197.402328,3.874219,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,5.0,0.0
